Logistics ID,Order ID,Carrier,Tracking Number,Status,Shipping Cost,Estimated Delivery,Cost_Category,Distance_Miles
LOG85199,SO200498763,FedEx,TRACK637571,In Transit,841.2,2020-08-04,Low Cost (<$1K),152
LOG84397,SO201968672,SF Express,TRACK482648,Delivered,3374.74,2021-01-10,High Cost ($3K-$6K),1070
LOG94989,SO200617335,FedEx,TRACK781739,In Transit,4827.52,2020-09-19,High Cost ($3K-$6K),1070
LOG46006,SO200872092,DHL,TRACK806216,Delivered,463.74,2024-03-25,Low Cost (<$1K),152
LOG69773,SO202126427,DHL,TRACK950432,In Transit,2994.08,2022-01-23,Medium Cost ($1K-$3K),735
LOG51368,SO200233763,SF Express,TRACK185570,Delivered,3795.34,2025-10-17,High Cost ($3K-$6K),1070
LOG80270,SO200192368,TNT,TRACK140853,Delivered,3692.17,2022-03-05,High Cost ($3K-$6K),1070
LOG55278,SO201465308,DHL,TRACK490815,Delayed,954.52,2020-05-22,Low Cost (<$1K),152
LOG82575,SO201434628,SF Express,TRACK396392,Delayed,2256.56,2024-01-28,Medium Cost ($1K-$3K),735
LOG40032,SO200612380,DHL,TRACK934520,Delivered,3387.85,2025-08-27,High Cost ($3K-$6K),1070
LOG61750,SO201652373,UPS,TRACK349095,In Transit,4558.62,2025-03-24,High Cost ($3K-$6K),1070
LOG56314,SO200688270,DHL,TRACK416867,In Transit,2631.27,2023-09-11,Medium Cost ($1K-$3K),735
LOG42828,SO202291984,FedEx,TRACK885143,Delayed,2398.0,2022-01-08,Medium Cost ($1K-$3K),735
LOG83830,SO201089945,DHL,TRACK521665,Delivered,1380.38,2020-03-22,Medium Cost ($1K-$3K),735
LOG45072,SO201953589,UPS,TRACK947999,Delayed,3748.12,2025-07-05,High Cost ($3K-$6K),1070
LOG70307,SO201399780,DHL,TRACK435842,Delayed,4596.33,2023-04-15,High Cost ($3K-$6K),1070
LOG62794,SO201363997,USPS,TRACK672033,Delivered,2818.97,2024-06-24,Medium Cost ($1K-$3K),735
LOG33103,SO201274210,UPS,TRACK186192,Delivered,1799.73,2022-02-26,Medium Cost ($1K-$3K),735
LOG33371,SO200931037,TNT,TRACK183608,Delayed,4647.16,2025-12-02,High Cost ($3K-$6K),1070
LOG67448,SO201959627,DHL,TRACK598377,Delivered,1068.71,2022-12-14,Medium Cost ($1K-$3K),735
LOG59339,SO202145031,FedEx,TRACK636174,In Transit,2453.24,2022-09-26,Medium Cost ($1K-$3K),735
LOG93719,SO200115722,TNT,TRACK349205,Delayed,357.43,2025-05-23,Low Cost (<$1K),152
LOG25607,SO201462901,TNT,TRACK879044,Delayed,3361.17,2025-04-25,High Cost ($3K-$6K),1070
LOG84020,SO200198246,TNT,TRACK797868,In Transit,1076.73,2021-06-19,Medium Cost ($1K-$3K),735
LOG41013,SO200525214,UPS,TRACK362108,Delivered,823.46,2020-01-27,Low Cost (<$1K),152
LOG33185,SO200017684,SF Express,TRACK551424,Delayed,3932.54,2023-12-13,High Cost ($3K-$6K),1070
LOG14864,SO201418041,DHL,TRACK165436,Delayed,1810.09,2022-08-24,Medium Cost ($1K-$3K),735
LOG57431,SO201236874,FedEx,TRACK782693,Delayed,4340.01,2023-11-04,High Cost ($3K-$6K),1070
LOG24352,SO201459220,FedEx,TRACK273344,Delivered,2333.04,2021-06-26,Medium Cost ($1K-$3K),735
LOG57061,SO200639088,DHL,TRACK209876,Delivered,1023.75,2023-03-14,Medium Cost ($1K-$3K),735
LOG41928,SO201983968,UPS,TRACK424613,In Transit,4981.0,2023-12-22,High Cost ($3K-$6K),1070
LOG61409,SO201316306,DHL,TRACK418762,Delayed,744.07,2024-02-27,Low Cost (<$1K),152
LOG93360,SO200436525,UPS,TRACK397986,Delayed,1844.04,2025-04-04,Medium Cost ($1K-$3K),735
LOG67996,SO200210209,USPS,TRACK944110,Delayed,3916.52,2020-01-06,High Cost ($3K-$6K),1070
LOG87109,SO200652480,FedEx,TRACK850298,Delayed,2481.34,2021-04-10,Medium Cost ($1K-$3K),735
LOG39559,SO201266919,FedEx,TRACK567308,In Transit,786.56,2022-11-04,Low Cost (<$1K),152
LOG80524,SO200798213,DHL,TRACK208892,Delivered,657.77,2021-03-28,Low Cost (<$1K),152
LOG94036,SO201150836,DHL,TRACK832484,Delayed,4787.11,2024-07-25,High Cost ($3K-$6K),1070
LOG28456,SO201324308,TNT,TRACK967457,Delayed,2696.09,2021-03-01,Medium Cost ($1K-$3K),735
LOG93953,SO200535252,DHL,TRACK707761,Delivered,4807.47,2022-06-05,High Cost ($3K-$6K),1070
LOG84525,SO201132791,UPS,TRACK569922,Delayed,4355.87,2022-10-11,High Cost ($3K-$6K),1070
LOG86862,SO201797670,UPS,TRACK978478,Delivered,532.58,2021-04-04,Low Cost (<$1K),152
LOG71729,SO202460871,USPS,TRACK287366,Delivered,957.04,2023-09-21,Low Cost (<$1K),152
LOG54233,SO201431386,DHL,TRACK961618,Delivered,1097.41,2024-01-23,Medium Cost ($1K-$3K),735
LOG84987,SO200449997,FedEx,TRACK647008,Delayed,3762.93,2023-06-13,High Cost ($3K-$6K),1070
LOG45917,SO200865560,DHL,TRACK835988,Delivered,3016.58,2021-04-05,High Cost ($3K-$6K),1070
LOG71070,SO202460921,SF Express,TRACK146395,In Transit,3168.37,2025-07-26,High Cost ($3K-$6K),1070
LOG90717,SO201148237,USPS,TRACK580013,Delivered,2840.21,2024-08-10,Medium Cost ($1K-$3K),735
LOG85208,SO202599240,SF Express,TRACK307639,Delayed,1149.32,2025-05-20,Medium Cost ($1K-$3K),735
LOG20509,SO202321412,TNT,TRACK937334,In Transit,4690.44,2024-11-06,High Cost ($3K-$6K),1070
LOG87871,SO201447817,UPS,TRACK691399,In Transit,3671.56,2020-11-14,High Cost ($3K-$6K),1070
LOG48644,SO200787112,TNT,TRACK199389,In Transit,1277.36,2022-07-23,Medium Cost ($1K-$3K),735
LOG42636,SO202424131,TNT,TRACK381040,Delivered,2877.47,2024-09-17,Medium Cost ($1K-$3K),735
LOG16977,SO202445606,USPS,TRACK409576,Delivered,137.94,2022-01-11,Low Cost (<$1K),152
LOG85000,SO200337365,UPS,TRACK395839,In Transit,1957.3,2020-05-28,Medium Cost ($1K-$3K),735
LOG96450,SO201738797,SF Express,TRACK664061,In Transit,493.32,2020-06-11,Low Cost (<$1K),152
LOG18710,SO201133018,UPS,TRACK304515,Delayed,4912.51,2021-05-10,High Cost ($3K-$6K),1070
LOG16568,SO201281233,USPS,TRACK342402,In Transit,4063.86,2022-04-18,High Cost ($3K-$6K),1070
LOG16900,SO200132627,UPS,TRACK551644,Delayed,1873.81,2023-06-06,Medium Cost ($1K-$3K),735
LOG23010,SO202383688,SF Express,TRACK843353,Delayed,1522.62,2025-02-05,Medium Cost ($1K-$3K),735
LOG15381,SO200116664,DHL,TRACK470677,Delivered,2019.05,2023-11-06,Medium Cost ($1K-$3K),735
LOG95449,SO202391631,SF Express,TRACK997316,In Transit,2656.69,2020-03-11,Medium Cost ($1K-$3K),735
LOG22457,SO200327467,UPS,TRACK514260,Delivered,1603.76,2021-09-10,Medium Cost ($1K-$3K),735
LOG42784,SO201597238,SF Express,TRACK301726,Delivered,3247.98,2024-10-05,High Cost ($3K-$6K),1070
LOG66278,SO201285872,USPS,TRACK352719,Delivered,3217.87,2024-08-08,High Cost ($3K-$6K),1070
LOG35833,SO200485353,SF Express,TRACK890185,Delayed,129.69,2021-09-06,Low Cost (<$1K),152
LOG31081,SO200451869,DHL,TRACK558741,Delayed,3362.18,2020-10-09,High Cost ($3K-$6K),1070
LOG31972,SO201058682,FedEx,TRACK801191,In Transit,4969.75,2020-04-26,High Cost ($3K-$6K),1070
LOG47956,SO200660712,SF Express,TRACK770259,In Transit,1333.0,2022-02-26,Medium Cost ($1K-$3K),735
LOG19330,SO200591584,DHL,TRACK758766,In Transit,1957.11,2022-04-07,Medium Cost ($1K-$3K),735
LOG90425,SO201144320,TNT,TRACK489366,Delayed,3465.88,2021-10-12,High Cost ($3K-$6K),1070
LOG34910,SO200680350,TNT,TRACK231766,In Transit,4543.97,2022-03-20,High Cost ($3K-$6K),1070
LOG85092,SO202587571,UPS,TRACK651302,Delayed,975.85,2021-08-04,Low Cost (<$1K),152
LOG97104,SO201339146,USPS,TRACK365051,Delivered,4141.73,2023-05-22,High Cost ($3K-$6K),1070
LOG72262,SO201469357,FedEx,TRACK169687,Delayed,2485.22,2020-12-18,Medium Cost ($1K-$3K),735
LOG82354,SO200462966,DHL,TRACK368780,In Transit,3428.98,2025-12-19,High Cost ($3K-$6K),1070
LOG94981,SO200431505,FedEx,TRACK679855,Delivered,3279.11,2021-10-07,High Cost ($3K-$6K),1070
LOG35161,SO200596336,SF Express,TRACK953201,Delivered,3367.81,2020-02-18,High Cost ($3K-$6K),1070
LOG65585,SO201779375,USPS,TRACK599232,In Transit,4591.8,2025-01-09,High Cost ($3K-$6K),1070
LOG99404,SO202432622,USPS,TRACK500093,In Transit,1938.61,2024-10-13,Medium Cost ($1K-$3K),735
LOG65530,SO200297369,DHL,TRACK673161,In Transit,1827.07,2022-02-18,Medium Cost ($1K-$3K),735
LOG80987,SO201078325,UPS,TRACK997051,Delivered,498.36,2025-06-26,Low Cost (<$1K),152
LOG82111,SO200445517,FedEx,TRACK229398,Delivered,2206.62,2023-03-15,Medium Cost ($1K-$3K),735
LOG58286,SO202593022,DHL,TRACK448671,Delayed,303.77,2025-03-17,Low Cost (<$1K),152
LOG84810,SO201415660,USPS,TRACK805924,Delivered,2734.25,2023-10-25,Medium Cost ($1K-$3K),735
LOG45625,SO201292663,USPS,TRACK284802,In Transit,914.73,2021-02-05,Low Cost (<$1K),152
LOG34593,SO201941745,FedEx,TRACK583213,In Transit,4582.16,2024-06-25,High Cost ($3K-$6K),1070
LOG73140,SO201361334,SF Express,TRACK229027,In Transit,913.29,2022-02-16,Low Cost (<$1K),152
LOG34479,SO201944311,FedEx,TRACK228418,In Transit,3790.66,2020-12-04,High Cost ($3K-$6K),1070
LOG68882,SO200566082,TNT,TRACK946932,In Transit,2460.04,2024-07-10,Medium Cost ($1K-$3K),735
LOG74630,SO201951210,UPS,TRACK238423,Delivered,1008.18,2020-04-12,Medium Cost ($1K-$3K),735
LOG22109,SO202231886,USPS,TRACK705551,Delivered,1693.68,2020-10-09,Medium Cost ($1K-$3K),735
LOG90283,SO201389436,TNT,TRACK856329,Delivered,1756.44,2025-07-20,Medium Cost ($1K-$3K),735
LOG58836,SO201079091,FedEx,TRACK303694,Delivered,1470.32,2020-06-10,Medium Cost ($1K-$3K),735
LOG57979,SO200119205,DHL,TRACK494584,Delivered,2456.57,2024-05-23,Medium Cost ($1K-$3K),735
LOG50432,SO200098528,UPS,TRACK901988,Delayed,3393.09,2022-11-11,High Cost ($3K-$6K),1070
LOG47731,SO200056664,DHL,TRACK231126,In Transit,751.98,2024-03-18,Low Cost (<$1K),152
LOG64698,SO202239434,TNT,TRACK721293,Delivered,4322.02,2024-03-11,High Cost ($3K-$6K),1070
LOG73353,SO201736592,SF Express,TRACK390971,In Transit,1025.1,2022-07-03,Medium Cost ($1K-$3K),735
LOG63550,SO201499446,SF Express,TRACK777612,Delivered,2710.18,2020-02-26,Medium Cost ($1K-$3K),735
LOG64891,SO200654782,USPS,TRACK360298,Delayed,2718.5,2023-11-14,Medium Cost ($1K-$3K),735
LOG42731,SO200462318,SF Express,TRACK845538,In Transit,2862.66,2022-06-20,Medium Cost ($1K-$3K),735
LOG42552,SO201957947,USPS,TRACK456024,Delayed,1569.61,2022-11-08,Medium Cost ($1K-$3K),735
LOG57552,SO201467501,TNT,TRACK266271,Delayed,1856.57,2020-06-28,Medium Cost ($1K-$3K),735
LOG71240,SO201074950,USPS,TRACK900078,Delayed,260.18,2023-11-08,Low Cost (<$1K),152
LOG79958,SO200436769,DHL,TRACK440227,In Transit,3438.93,2020-02-06,High Cost ($3K-$6K),1070
LOG67283,SO201911836,SF Express,TRACK508805,Delayed,1270.07,2023-04-09,Medium Cost ($1K-$3K),735
LOG33674,SO200360813,SF Express,TRACK658680,Delayed,636.92,2025-05-10,Low Cost (<$1K),152
LOG85578,SO200213016,USPS,TRACK144454,Delivered,3601.51,2024-10-27,High Cost ($3K-$6K),1070
LOG61411,SO201719210,FedEx,TRACK215805,Delivered,1745.69,2020-12-09,Medium Cost ($1K-$3K),735
LOG66834,SO202438014,UPS,TRACK686422,In Transit,946.4,2023-06-09,Low Cost (<$1K),152
LOG14071,SO202337162,TNT,TRACK738584,In Transit,1286.82,2022-03-10,Medium Cost ($1K-$3K),735
LOG79480,SO202190558,DHL,TRACK315370,In Transit,1936.29,2025-08-05,Medium Cost ($1K-$3K),735
LOG78192,SO200751815,TNT,TRACK956027,In Transit,1706.06,2023-05-16,Medium Cost ($1K-$3K),735
LOG31048,SO202253832,UPS,TRACK564777,Delivered,4427.04,2025-12-12,High Cost ($3K-$6K),1070
LOG36637,SO202459352,UPS,TRACK728479,Delayed,1494.02,2023-07-02,Medium Cost ($1K-$3K),735
LOG12200,SO201878454,TNT,TRACK266377,Delivered,4232.94,2023-04-19,High Cost ($3K-$6K),1070
LOG10697,SO200265156,USPS,TRACK644454,Delayed,1206.67,2020-09-11,Medium Cost ($1K-$3K),735
LOG91185,SO200086712,FedEx,TRACK132652,Delivered,4489.53,2020-12-03,High Cost ($3K-$6K),1070
LOG36543,SO202192591,TNT,TRACK439163,Delivered,503.37,2025-02-26,Low Cost (<$1K),152
LOG76821,SO200681712,SF Express,TRACK243912,Delivered,4874.64,2021-12-13,High Cost ($3K-$6K),1070
LOG26320,SO201375942,TNT,TRACK830684,Delivered,3583.08,2022-07-22,High Cost ($3K-$6K),1070
LOG86366,SO201165971,UPS,TRACK186181,In Transit,2730.15,2025-03-01,Medium Cost ($1K-$3K),735
LOG48240,SO201474829,USPS,TRACK212363,In Transit,242.15,2024-10-15,Low Cost (<$1K),152
LOG57266,SO200289973,SF Express,TRACK430989,Delayed,1650.29,2021-07-24,Medium Cost ($1K-$3K),735
LOG25855,SO202170961,UPS,TRACK175627,In Transit,1995.08,2023-05-25,Medium Cost ($1K-$3K),735
LOG51078,SO200972778,USPS,TRACK621069,Delivered,3451.6,2020-05-18,High Cost ($3K-$6K),1070
LOG58125,SO202521899,DHL,TRACK868738,In Transit,549.67,2023-10-22,Low Cost (<$1K),152
LOG78378,SO201627472,DHL,TRACK840967,Delivered,397.19,2025-08-24,Low Cost (<$1K),152
LOG14649,SO201162493,DHL,TRACK163619,In Transit,3216.27,2025-01-15,High Cost ($3K-$6K),1070
LOG35947,SO201293403,FedEx,TRACK894670,In Transit,3703.87,2025-07-06,High Cost ($3K-$6K),1070
LOG67488,SO200816879,UPS,TRACK463552,Delayed,1441.63,2024-08-11,Medium Cost ($1K-$3K),735
LOG83232,SO201098217,SF Express,TRACK638661,In Transit,1590.92,2025-02-18,Medium Cost ($1K-$3K),735
LOG54181,SO201954916,USPS,TRACK360805,Delayed,994.11,2023-06-20,Low Cost (<$1K),152
LOG91689,SO201090969,USPS,TRACK766467,Delayed,258.0,2023-04-25,Low Cost (<$1K),152
LOG68771,SO201866234,USPS,TRACK751860,Delivered,1641.15,2025-09-13,Medium Cost ($1K-$3K),735
LOG61857,SO200356116,UPS,TRACK165154,In Transit,1103.46,2020-04-03,Medium Cost ($1K-$3K),735
LOG96459,SO201289646,TNT,TRACK665675,Delivered,4228.23,2024-08-11,High Cost ($3K-$6K),1070
LOG50139,SO200592374,SF Express,TRACK494052,Delayed,1037.5,2024-04-01,Medium Cost ($1K-$3K),735
LOG92363,SO200925424,SF Express,TRACK993936,In Transit,576.42,2021-05-09,Low Cost (<$1K),152
LOG60620,SO200172872,USPS,TRACK940835,Delayed,3329.15,2024-05-01,High Cost ($3K-$6K),1070
LOG20079,SO200250129,FedEx,TRACK958611,Delayed,2508.26,2022-11-22,Medium Cost ($1K-$3K),735
LOG88744,SO200928749,UPS,TRACK825929,Delivered,1270.54,2024-01-12,Medium Cost ($1K-$3K),735
LOG23556,SO201139233,DHL,TRACK858046,In Transit,1893.05,2025-10-03,Medium Cost ($1K-$3K),735
LOG41737,SO201592981,DHL,TRACK200391,Delivered,3580.18,2023-09-01,High Cost ($3K-$6K),1070
LOG45425,SO200213405,FedEx,TRACK948022,In Transit,506.18,2023-11-12,Low Cost (<$1K),152
LOG30439,SO202123420,DHL,TRACK941390,Delivered,1773.92,2023-08-17,Medium Cost ($1K-$3K),735
LOG45772,SO201350672,UPS,TRACK157250,In Transit,2447.98,2020-09-08,Medium Cost ($1K-$3K),735
LOG30617,SO202029458,UPS,TRACK996746,Delivered,1847.44,2025-02-01,Medium Cost ($1K-$3K),735
LOG44721,SO200695145,FedEx,TRACK889934,Delayed,212.58,2023-09-26,Low Cost (<$1K),152
LOG38583,SO202053415,SF Express,TRACK949093,Delayed,3300.65,2025-04-14,High Cost ($3K-$6K),1070
LOG27531,SO202119117,DHL,TRACK595104,Delayed,2919.17,2020-05-22,Medium Cost ($1K-$3K),735
LOG77269,SO201566008,DHL,TRACK190578,In Transit,3149.13,2024-04-25,High Cost ($3K-$6K),1070
LOG18737,SO200741135,DHL,TRACK161754,Delayed,1424.22,2021-04-20,Medium Cost ($1K-$3K),735
LOG11821,SO201689510,USPS,TRACK667333,In Transit,2332.55,2021-08-03,Medium Cost ($1K-$3K),735
LOG12771,SO201921207,DHL,TRACK122031,Delivered,1232.38,2024-04-28,Medium Cost ($1K-$3K),735
LOG14560,SO200954727,DHL,TRACK671841,In Transit,4612.41,2021-05-16,High Cost ($3K-$6K),1070
LOG58276,SO201287665,UPS,TRACK773027,In Transit,98.17,2021-11-10,Low Cost (<$1K),152
LOG54529,SO201234660,DHL,TRACK787411,Delivered,3714.05,2022-04-10,High Cost ($3K-$6K),1070
LOG12937,SO200296046,SF Express,TRACK833044,Delivered,320.52,2024-08-10,Low Cost (<$1K),152
LOG13793,SO201997907,FedEx,TRACK299926,Delayed,191.12,2021-12-06,Low Cost (<$1K),152
LOG31847,SO201290664,FedEx,TRACK962160,Delayed,4838.87,2022-10-28,High Cost ($3K-$6K),1070
LOG49351,SO200868925,FedEx,TRACK620479,In Transit,4323.0,2020-06-13,High Cost ($3K-$6K),1070
LOG97183,SO200093092,TNT,TRACK739246,Delivered,4803.26,2024-07-20,High Cost ($3K-$6K),1070
LOG64429,SO201614506,TNT,TRACK381608,In Transit,2203.03,2025-10-06,Medium Cost ($1K-$3K),735
LOG89827,SO201931533,USPS,TRACK845899,Delayed,1014.61,2022-12-22,Medium Cost ($1K-$3K),735
LOG19580,SO201949917,FedEx,TRACK362592,In Transit,750.16,2025-03-07,Low Cost (<$1K),152
LOG18585,SO200749441,DHL,TRACK398331,Delivered,3189.28,2020-09-24,High Cost ($3K-$6K),1070
LOG35313,SO201459650,UPS,TRACK766024,Delayed,3463.44,2021-06-11,High Cost ($3K-$6K),1070
LOG84278,SO200261508,FedEx,TRACK432581,In Transit,200.27,2020-06-03,Low Cost (<$1K),152
LOG90791,SO201676387,UPS,TRACK801486,In Transit,684.2,2021-08-15,Low Cost (<$1K),152
LOG98026,SO201532038,DHL,TRACK883852,Delayed,432.46,2020-03-13,Low Cost (<$1K),152
LOG81958,SO200249253,USPS,TRACK183808,Delivered,588.47,2020-12-02,Low Cost (<$1K),152
LOG66162,SO201225892,DHL,TRACK165273,In Transit,2930.39,2025-09-27,Medium Cost ($1K-$3K),735
LOG41891,SO200147454,DHL,TRACK470444,Delivered,3609.3,2024-04-28,High Cost ($3K-$6K),1070
LOG48482,SO202313359,UPS,TRACK483268,Delivered,971.49,2024-05-03,Low Cost (<$1K),152
LOG61434,SO201077126,FedEx,TRACK950668,In Transit,1254.56,2025-05-20,Medium Cost ($1K-$3K),735
LOG56324,SO201678660,FedEx,TRACK735703,Delayed,1421.29,2022-11-10,Medium Cost ($1K-$3K),735
LOG83308,SO200761784,USPS,TRACK444304,Delivered,3326.37,2025-02-13,High Cost ($3K-$6K),1070
LOG15436,SO200354095,DHL,TRACK563973,In Transit,2835.2,2024-09-05,Medium Cost ($1K-$3K),735
LOG68009,SO202349809,TNT,TRACK792483,Delayed,2833.57,2020-12-27,Medium Cost ($1K-$3K),735
LOG27125,SO201659693,SF Express,TRACK209193,Delayed,1842.1,2024-01-11,Medium Cost ($1K-$3K),735
LOG18706,SO202147965,DHL,TRACK183049,Delayed,2062.02,2022-03-09,Medium Cost ($1K-$3K),735
LOG69807,SO200176192,UPS,TRACK251632,Delayed,2952.41,2021-03-23,Medium Cost ($1K-$3K),735
LOG41030,SO202261935,UPS,TRACK569540,Delivered,1374.72,2020-03-13,Medium Cost ($1K-$3K),735
LOG16681,SO201542423,DHL,TRACK534618,Delayed,1063.67,2024-02-01,Medium Cost ($1K-$3K),735
LOG48227,SO200335192,FedEx,TRACK535874,Delivered,2945.43,2022-06-05,Medium Cost ($1K-$3K),735
LOG30636,SO202423716,UPS,TRACK795096,Delivered,3949.1,2024-09-23,High Cost ($3K-$6K),1070
LOG27387,SO200982040,USPS,TRACK391935,In Transit,3507.47,2023-02-14,High Cost ($3K-$6K),1070
LOG51302,SO200712648,USPS,TRACK143193,Delivered,3832.1,2022-03-18,High Cost ($3K-$6K),1070
LOG57850,SO201140118,USPS,TRACK122940,Delivered,782.11,2025-05-18,Low Cost (<$1K),152
LOG22926,SO201244389,FedEx,TRACK936239,Delayed,1192.98,2022-03-16,Medium Cost ($1K-$3K),735
LOG63391,SO201021206,FedEx,TRACK254816,Delivered,3672.29,2022-10-10,High Cost ($3K-$6K),1070
LOG22418,SO201153267,TNT,TRACK605597,Delayed,1318.39,2025-06-18,Medium Cost ($1K-$3K),735
LOG54073,SO200232502,TNT,TRACK784909,Delivered,4914.02,2023-02-02,High Cost ($3K-$6K),1070
LOG77821,SO200017519,SF Express,TRACK936301,Delivered,769.46,2021-02-22,Low Cost (<$1K),152
LOG41606,SO200862378,SF Express,TRACK920485,Delayed,3940.74,2024-05-11,High Cost ($3K-$6K),1070
LOG33203,SO200393819,DHL,TRACK551642,In Transit,1210.89,2020-03-12,Medium Cost ($1K-$3K),735
LOG72814,SO200444894,UPS,TRACK721238,In Transit,4536.86,2020-04-21,High Cost ($3K-$6K),1070
LOG61499,SO200423802,DHL,TRACK998122,Delayed,728.78,2024-12-02,Low Cost (<$1K),152
LOG25700,SO202129541,USPS,TRACK310317,Delayed,2888.92,2024-04-23,Medium Cost ($1K-$3K),735
LOG17687,SO202461789,FedEx,TRACK118631,Delivered,3943.44,2025-08-28,High Cost ($3K-$6K),1070
LOG21164,SO200121354,UPS,TRACK233172,Delivered,2578.43,2021-02-03,Medium Cost ($1K-$3K),735
LOG81882,SO200137541,FedEx,TRACK586371,In Transit,3589.34,2024-07-14,High Cost ($3K-$6K),1070
LOG32384,SO200232450,UPS,TRACK330045,In Transit,1936.9,2024-08-11,Medium Cost ($1K-$3K),735
LOG26825,SO200781255,USPS,TRACK471455,Delayed,233.87,2025-06-13,Low Cost (<$1K),152
LOG67046,SO200794334,FedEx,TRACK500204,Delayed,3895.19,2022-04-16,High Cost ($3K-$6K),1070
LOG43186,SO200399448,UPS,TRACK388448,In Transit,4625.92,2024-10-21,High Cost ($3K-$6K),1070
LOG35827,SO201868262,FedEx,TRACK687590,Delivered,1009.8,2024-02-28,Medium Cost ($1K-$3K),735
LOG97073,SO201787085,USPS,TRACK339681,Delivered,235.63,2025-02-03,Low Cost (<$1K),152
LOG72240,SO201693665,TNT,TRACK265932,In Transit,292.35,2025-10-07,Low Cost (<$1K),152
LOG45212,SO200556711,DHL,TRACK936563,Delayed,2143.35,2025-05-12,Medium Cost ($1K-$3K),735
LOG75219,SO201038316,FedEx,TRACK752515,Delayed,1243.13,2025-10-20,Medium Cost ($1K-$3K),735
LOG91679,SO202437461,TNT,TRACK924626,In Transit,810.4,2023-01-09,Low Cost (<$1K),152
LOG59677,SO201485627,FedEx,TRACK224167,Delivered,3598.68,2022-01-19,High Cost ($3K-$6K),1070
LOG97079,SO200121022,FedEx,TRACK397403,Delivered,1942.94,2021-02-25,Medium Cost ($1K-$3K),735
LOG64900,SO201955092,DHL,TRACK353542,Delivered,3398.67,2025-02-03,High Cost ($3K-$6K),1070
LOG62297,SO202238477,FedEx,TRACK312084,Delayed,1180.53,2020-12-08,Medium Cost ($1K-$3K),735
LOG18146,SO200384314,TNT,TRACK434442,Delayed,3953.6,2021-03-09,High Cost ($3K-$6K),1070
LOG23596,SO202190805,FedEx,TRACK224265,In Transit,1067.07,2024-01-17,Medium Cost ($1K-$3K),735
LOG40098,SO201855342,FedEx,TRACK895185,Delayed,4338.2,2020-03-09,High Cost ($3K-$6K),1070
LOG43116,SO201668587,FedEx,TRACK968419,In Transit,4594.51,2025-11-07,High Cost ($3K-$6K),1070
LOG23430,SO201949150,UPS,TRACK635964,Delivered,3352.68,2022-05-02,High Cost ($3K-$6K),1070
LOG25793,SO201866499,FedEx,TRACK483098,Delivered,369.83,2025-03-18,Low Cost (<$1K),152
LOG35255,SO201375051,SF Express,TRACK225468,In Transit,4433.48,2023-04-28,High Cost ($3K-$6K),1070
LOG35063,SO200478197,USPS,TRACK429950,Delayed,1882.61,2023-09-21,Medium Cost ($1K-$3K),735
LOG32522,SO201789746,DHL,TRACK524930,Delivered,3009.87,2025-08-18,High Cost ($3K-$6K),1070
LOG46000,SO201149968,UPS,TRACK840671,Delayed,812.87,2024-10-02,Low Cost (<$1K),152
LOG24945,SO202421845,FedEx,TRACK556928,In Transit,2558.41,2024-02-24,Medium Cost ($1K-$3K),735
LOG41749,SO201542804,TNT,TRACK161346,Delivered,4585.91,2024-12-26,High Cost ($3K-$6K),1070
LOG35410,SO202039644,USPS,TRACK628252,In Transit,988.3,2025-04-15,Low Cost (<$1K),152
LOG37221,SO200269557,USPS,TRACK443496,In Transit,4225.52,2020-03-06,High Cost ($3K-$6K),1070
LOG92323,SO200179242,TNT,TRACK382627,Delivered,1108.62,2020-04-27,Medium Cost ($1K-$3K),735
LOG96208,SO200086757,USPS,TRACK955158,Delivered,4371.81,2023-04-10,High Cost ($3K-$6K),1070
LOG91983,SO201821131,TNT,TRACK262605,Delivered,3785.71,2020-04-19,High Cost ($3K-$6K),1070
LOG44824,SO201773189,USPS,TRACK917938,In Transit,3188.4,2024-06-01,High Cost ($3K-$6K),1070
LOG36991,SO200433041,DHL,TRACK161519,In Transit,719.42,2022-01-15,Low Cost (<$1K),152
LOG39969,SO200730020,USPS,TRACK857571,In Transit,4187.77,2022-12-14,High Cost ($3K-$6K),1070
LOG58107,SO201599586,FedEx,TRACK207932,Delayed,581.95,2023-03-11,Low Cost (<$1K),152
LOG46681,SO201673570,SF Express,TRACK306452,In Transit,3990.34,2021-03-02,High Cost ($3K-$6K),1070
LOG21002,SO200522946,TNT,TRACK830143,Delivered,2048.45,2022-10-12,Medium Cost ($1K-$3K),735
LOG41132,SO200877150,SF Express,TRACK476910,Delivered,2763.47,2020-09-08,Medium Cost ($1K-$3K),735
LOG77584,SO201527878,UPS,TRACK160729,Delayed,3819.81,2025-06-06,High Cost ($3K-$6K),1070
LOG82738,SO202521233,UPS,TRACK660760,Delayed,219.73,2022-11-26,Low Cost (<$1K),152
LOG75205,SO200649572,FedEx,TRACK347437,Delivered,1895.65,2021-02-19,Medium Cost ($1K-$3K),735
LOG22365,SO200737458,SF Express,TRACK137459,Delayed,744.81,2024-03-27,Low Cost (<$1K),152
LOG93594,SO201561953,TNT,TRACK784673,Delivered,267.82,2021-10-28,Low Cost (<$1K),152
LOG40373,SO200265106,TNT,TRACK601911,In Transit,3985.92,2020-12-02,High Cost ($3K-$6K),1070
LOG69802,SO201514986,FedEx,TRACK568687,Delivered,4779.91,2022-01-10,High Cost ($3K-$6K),1070
